"source";"translation";"type";"module";"status";"customer"
"Roles";"Rollid";"B";"";"T";"N"
"for";"mida";"B";"";"T";"N"
"Filter";"Filter";"B";"";"N";"N"
"Trash";"Praht";"S";"";"T";"N"
"Next";"Järgmine";"C";"";"T";"N"
"Installer";"Installer";"B";"";"N";"N"
"Save";"Salvesta";"C";"";"T";"N"
"Active";"Aktiivne";"C";"";"T";"N"
"Stats";"Statistika";"C";"";"T";"N"
"Create";"Loo";"C";"";"T";"N"
"Payout";"Väljamakse";"B";"";"T";"N"
"Subject";"Subjekt";"B";"";"T";"N"
"Home";"Avaleht";"B";"";"T";"N"
"HomeScreenDescription";"";"C";"";"N";"N"
"Generate";"Genereeri";"C";"";"T";"N"
"PromoMaterials";"PromoMaterjalid";"C";"";"T";"N"
"Edit";"Muuda";"C";"";"T";"N"
"None";"ühtegi";"B";"";"T";"N"
"Check";"Märgi";"B";"";"T";"N"
"All";"Kőik";"B";"";"T";"N"
"Promotion";"Promo";"B";"";"T";"N"
"PromoToolsScreenDescription";"PromoToolsScreenDescription";"C";"";"N";"N"
"Invoice";"Arve";"B";"";"T";"N"
"ReportsScreenDescription";"ReportsScreenDescription";"C";"";"N";"N"
"Me";"Mina";"C";"";"T";"N"
"Refund";"Tagasimakse";"C";"";"T";"N"
"Loading...";"Laen...";"C";"";"T";"N"
"Delete";"Kustuta";"C";"";"T";"N"
"Area";"Ala";"C";"";"T";"N"
"Bar";"Bar";"C";"";"N";"N"
"Day";"Päev";"B";"";"T";"N"
"Week";"Nädal";"C";"";"T";"N"
"Month";"Kuu";"C";"";"T";"N"
"Approve";"Kinnita";"B";"";"T";"N"
"Decline";"Keeldu";"B";"";"T";"N"
"Photo";"Foto";"B";"";"T";"N"
"Refresh";"Uuenda";"C";"";"T";"N"
"new@affiliate.com";"uus@affiliate.com";"C";"";"T";"N"
"AffiliateTreeDescription";"AffiliatePuuKirjeldus";"C";"";"T";"N"
"Popup/popunder";"Popup/popunder";"C";"";"N";"N"
"Cancel";"Katkesta";"C";"";"T";"N"
"Body";"body";"C";"";"N";"N"
"Title";"Tiitel";"B";"";"T";"N"
"Text";"Tekst";"C";"";"T";"N"
"Public";"Avalik";"C";"";"T";"N"
"leads";"juhtimisi";"C";"";"T";"N"
"Close";"Sulge";"C";"";"T";"N"
"Approval";"Kinnitus";"C";"";"T";"N"
"0";"0";"C";"";"N";"N"
"Left";"Vasak";"C";"";"T";"N"
"Right";"Parem";"C";"";"T";"N"
"Emails";"Emaile";"B";"";"T";"N"
"Signups";"Registreerumisi";"C";"";"T";"N"
"Import";"Impordi";"B";"";"T";"N"
"Export";"Ekspordi";"B";"";"T";"N"
"LogLevel";"LogTase";"C";"";"T";"N"
"Prefix";"Prefix";"C";"";"N";"N"
"Separator";"Separaator";"C";"";"T";"N"
"Days";"Päevi";"C";"";"T";"N"
"Hours";"Kuid";"C";"";"T";"N"
"Minutes";"Minuteid";"C";"";"T";"N"
"Analyze";"Analüüsi";"C";"";"T";"N"
"Optimize";"Optimiseeri";"C";"";"T";"N"
"Repair";"Paranda";"C";"";"T";"N"
"Troubleshooter";"Veaparandaja";"C";"";"T";"N"
"Info";"Info";"C";"";"N";"N"
"Warning";"Hoiatus";"C";"";"T";"N"
"Error";"Error";"B";"";"N";"N"
"Critical";"Kriitiline";"C";"";"T";"N"
"Send";"Saada";"C";"";"T";"N"
"Attachments";"Lisad";"B";"";"T";"N"
"Apply";"Rakenda";"C";"";"T";"N"
"Signup";"Registreerumine";"B";"";"T";"N"
"Theme";"Teema";"B";"";"T";"N"
"Gadgets";"Vidinad";"C";"";"T";"N"
"Wallpaper";"Taustapilt";"B";"";"T";"N"
"Centered";"Keskel";"C";"";"T";"N"
"Tiled";"Jupitatud";"C";"";"T";"N"
"Stretched";"Venitatud";"C";"";"T";"N"
"Position";"Positsioon";"C";"";"T";"N"
"Yesterday";"Eile";"B";"";"T";"N"
"Search";"Otsi";"B";"";"T";"N"
"DD";"PP";"C";"";"T";"N"
"MM";"KK";"C";"";"T";"N"
"YYYY";"AAAA";"C";"";"T";"N"
"Subscript";"Subscript";"C";"";"N";"N"
"Superscript";"Superscript";"C";"";"N";"N"
"Indent";"Indent";"C";"";"N";"N"
"Outdent";"Outdent";"C";"";"N";"N"
"Unorderedlist";"Mittereastatud";"C";"";"T";"N"
"Path";"Rada";"C";"";"T";"N"
"XX-Small";"XX-väike";"C";"";"T";"N"
"X-Small";"X-väike";"C";"";"T";"N"
"Small";"Väike";"C";"";"T";"N"
"Medium";"Keskmine";"C";"";"T";"N"
"Large";"Suur";"C";"";"T";"N"
"X-Large";"X-suur";"C";"";"T";"N"
"XX-Large";"XX-suur";"C";"";"T";"N"
"Never";"Mitte kunagi";"C";"";"T";"N"
"Hidden";"Peidetud";"C";"";"T";"N"
"Desktop";"Desktop";"C";"";"N";"N"
"Sidebar";"Sidebar";"B";"";"N";"N"
"News";"Uudised";"B";"";"T";"N"
"of";"sellest";"B";"";"T";"N"
"Help";"Abi";"C";"";"T";"N"
"HelpDescription";"AbiKirjeldus";"C";"";"T";"N"
"Download";"Allalaadimine";"C";"";"T";"N"
"Comma";"Koma";"C";"";"T";"N"
"Semicolon";"Semikoolon";"C";"";"T";"N"
"Tab";"Tab";"C";"";"N";"N"
"Server";"Server";"C";"";"N";"N"
"Minimize";"Vähenda";"C";"";"T";"N"
"Undock";"ära doki";"C";"";"T";"N"
"Sending";"Saadan";"C";"";"T";"N"
"Sent";"Saadetud";"C";"";"T";"N"
"Logout";"Logi välja";"B";"";"T";"N"
"(s)";"(s)";"C";"";"N";"N"
"Content";"SISU";"B";"";"T";"N"
"Sunday";"Pühapäev";"B";"";"T";"N"
"Monday";"Esmaspäev";"B";"";"T";"N"
"Tuesday";"Teisipäev";"B";"";"T";"N"
"Wednesday";"Kolmapäev";"B";"";"T";"N"
"Thursday";"Neljapäev";"B";"";"T";"N"
"Friday";"Reede";"B";"";"T";"N"
"Saturday";"Laupäev";"B";"";"T";"N"
"January";"Jaanuar";"C";"";"T";"N"
"February";"Veebruar";"C";"";"T";"N"
"March";"Märts";"C";"";"T";"N"
"April";"Aprill";"C";"";"T";"N"
"May";"Mai";"C";"";"T";"N"
"June";"Juuni";"C";"";"T";"N"
"July";"Juuli";"C";"";"T";"N"
"August";"August";"C";"";"N";"N"
"September";"September";"C";"";"N";"N"
"October";"Oktoober";"C";"";"T";"N"
"November";"November";"C";"";"N";"N"
"December";"Detsember";"C";"";"T";"N"
"Mandatory";"Kohustuslik";"C";"";"T";"N"
"Optional";"Valikuline";"B";"";"T";"N"
"Number";"Number";"B";"";"N";"N"
"Checkbox";"CheckBox";"C";"";"N";"N"
"ListBox";"ListBox";"C";"";"N";"N"
"Information";"Informatsioon";"C";"";"T";"N"
"Previous";"Eelmine";"C";"";"T";"N"
"Start";"Start";"C";"";"N";"N"
"Maximize";"Suurenda";"C";"";"T";"N"
"Translated";"Tőlgitud";"B";"";"T";"N"
"Impressions:";"Impressioone:";"S";"";"T";"N"
"Clicks:";"Klikke:";"S";"";"T";"N"
"CTR:";"CTR:";"S";"";"N";"N"
"Sales:";"Müüke:";"S";"";"T";"N"
"Hide";"Peida";"C";"";"T";"N"
"Get";"Saa";"C";"";"T";"N"
"ExportFilesDescription";"EkspordiFaileKirjeldus";"C";"";"T";"N"
"Languages";"Keeled";"B";"";"T";"N"
"General";"üldine";"B";"";"T";"N"
"Logo";"Logo";"C";"";"N";"N"
"Activate";"Aktiveeri";"C";"";"T";"N"
"Deactivate";"Deaktiveeri";"C";"";"T";"N"
"Plugins";"Pluginad";"C";"";"T";"N"
"Author";"Autor";"B";"";"T";"N"
"Version";"versioon";"B";"";"T";"N"
"Imported";"Imporditud";"S";"";"T";"N"
"Operation";"Operatsioon";"S";"";"T";"N"
"Translation";"Tőlge";"B";"";"T";"N"
"Module";"Moodul";"S";"";"T";"N"
"or";"vői";"S";"";"T";"N"
"ProxyServer";"ProxyServer";"S";"";"N";"N"
"DirectLink";"DirectLink";"C";"";"N";"N"
"Merchant";"Kaupmees";"B";"";"T";"N"
"Source";"Allikas";"S";"";"T";"N"
"ChannelStatsReportDescription";"ChannelStatsReportDescription";"C";"";"N";"N"
"Target";"Sihtmärk";"C";"";"T";"N"
"Class";"Klass";"C";"";"T";"N"
"Deprecated";"Ebasoovitav";"C";"";"T";"N"
"Client";"Klient";"C";"";"T";"N"
"Client+Server";"Klient+Server";"C";"";"T";"N"
"Translations";"Tőlked";"C";"";"T";"N"
"Update";"Uuenda";"B";"";"T";"N"
"Done";"TEHTUD";"S";"";"T";"N"
"About";"Meist";"C";"";"T";"N"
"Design";"Disain";"C";"";"T";"N"
"Found";"Leitud";"S";"";"T";"N"
"Checking..";"Kontrollin..";"C";"";"T";"N"
"subaffiliate(s)";"alamaffiliate";"S";"";"T";"N"
"Brainstorming";"Ajurünnak";"C";"";"T";"N"
"ContactUs";"Kontakt";"B";"";"T";"N"
"Row";"Rida";"S";"";"T";"N"
"ConfigurationOverviewDesc";"";"C";"";"N";"N"
"TextBox";"TekstBox";"C";"";"T";"N"
"IntegrationMethodsDescription";"IntegrationMethodsDescription";"C";"";"N";"N"
"Configure";"Konfigureeri";"C";"";"T";"N"
"Countries";"Riigid";"S";"";"T";"N"
"Advanced";"Arendatud";"B";"";"T";"N"
"Admin";"Admin";"S";"";"N";"N"
"Features";"Funktsioonid";"B";"";"T";"N"
"Rule";"Reegel";"B";"";"T";"N"
"Conditions";"Tingimused";"S";"";"T";"N"
"then";"siis";"B";"";"T";"N"
"ActionCommissionDescription";"ActionCommissionDescription";"C";"";"N";"N"
"CpmCommissionDescription";"CpmCommissionDescription";"C";"";"N";"N"
"Recurrence";"Korduvus";"B";"";"T";"N"
"ClickCommissionDescription";"ClickCommissionDescription";"C";"";"N";"N"
"SaleCommissionDescription";"SaleCommissionDescription";"C";"";"N";"N"
"Privileges";"Privileegid";"C";"";"T";"N"
"Users";"Kasutajad";"C";"";"T";"N"
"here";"siin";"S";"";"T";"N"
"State";"Maakond";"B";"";"T";"N"
"Zipcode";"Postiindeks";"B";"";"T";"N"
"Phone";"Telefon";"B";"";"T";"N"
"Fax";"Fax";"B";"";"N";"N"
"Unused";"Kasutamata";"B";"";"T";"N"
"ICQ";"ICQ";"B";"";"N";"N"
"Skype";"Skype";"B";"";"N";"N"
"Moneybookers";"Moneybookers";"B";"";"N";"N"
"Merchants";"Kaupmehed";"B";"";"T";"N"
"Recurring";"Korduv";"C";"";"T";"N"
"Referral";"Soovitaja";"C";"";"T";"N"
"Chargeback";"Tagasimakse";"C";"";"T";"N"
"MerchantsDescription";"MerchantsDescription";"C";"";"N";"N"
"Rank";"Rank";"B";"";"N";"N"
"Quarterly";"Kvartaalselt";"B";"";"T";"N"
"Semiannualy";"Poolaastati";"B";"";"T";"N"
"Rotator";"Rotaator";"C";"";"T";"N"
"RecurringCommissionsListDescription";"RecurringCommissionsListDescription";"C";"";"N";"N"
"CPM";"CPM";"B";"";"N";"N"
"IP";"IP";"S";"";"N";"N"
"Tier";"Tase";"S";"";"T";"N"
"Unknown";"Tundmatu";"B";"";"T";"N"
"Id";"Id";"B";"";"N";"N"
"Daily";"Päeviti";"B";"";"T";"N"
"Weekly";"Nädalati";"B";"";"T";"N"
"Monthly";"Kuu kaupa";"B";"";"T";"N"
"Yearly";"Aastati";"B";"";"T";"N"
"Value";"Väärtus";"B";"";"T";"N"
"Approved";"Kinnitatud";"B";"";"T";"N"
"Pending";"Ootel";"B";"";"T";"N"
"Click";"Klikk";"B";"";"T";"N"
"paid";"makstud";"B";"";"T";"N"
"DONE";"VALMIS";"S";"";"T";"N"
"Unique";"Unikaalseid";"B";"";"T";"N"
"HEADER";"PäIS";"S";"";"T";"N"
"MENU";"MENüü";"S";"";"T";"N"
"CONTENT";"SISU";"S";"";"T";"N"
"FOOTER";"JALUS";"S";"";"T";"N"
"Fields";"Väljad";"B";"";"T";"N"
"in";"sees";"S";"";"T";"N"
"version";"versioon";"S";"";"T";"N"
"Sale";"Müük";"B";"";"T";"N"
"Lead";"Liid";"C";"";"T";"N"
"Action";"Tegevus";"B";"";"T";"N"
"Unpaid";"Maksmata";"B";"";"T";"N"
"New";"Uus";"C";"";"T";"N"
"none";"ühtegi";"C";"";"T";"N"
"impressions";"impressioone";"B";"";"T";"N"
"clicks";"klikke";"B";"";"T";"N"
"sales";"müüke";"B";"";"T";"N"
"Enabled";"Lubatud";"C";"";"T";"N"
"Disable";"Keela";"C";"";"T";"N"
"Disabled";"Keelatud";"C";"";"T";"N"
"Enable";"Luba";"C";"";"T";"N"
"URL";"URL";"B";"";"N";"N"
"Width";"Laius";"B";"";"T";"N"
"Height";"Kőrgus";"B";"";"T";"N"
"CheckBox";"CheckBox";"C";"";"N";"N"
"page";"leht";"C";"";"T";"N"
"delete";"kustuta";"B";"";"T";"N"
"Back";"Tagasi";"C";"";"T";"N"
"details";"detailid";"B";"";"T";"N"
"Campaign:";"Kampaania:";"S";"";"T";"N"
"Test";"Test";"S";"";"N";"N"
"Hostname";"Hostinimi";"C";"";"T";"N"
"Directory";"Kataloog";"C";"";"T";"N"
"Options";"Valikud";"S";"";"T";"N"
"Newsletters";"Uudiskirjad";"B";"";"T";"N"
"Other";"Muu";"B";"";"T";"N"
"Undefined";"Defineerimata";"B";"";"T";"N"
"(default)";"(vaikimisi)";"S";"";"T";"N"
"FAQ";"KKK";"S";"";"T";"N"
"Tour";"Tuur";"S";"";"T";"N"
"Join";"Liitu";"S";"";"T";"N"
"banners.";"bannerid.";"S";"";"T";"N"
"impressions,";"impressioonides,";"S";"";"T";"N"
"Newsletter";"Uudiskiri";"B";"";"T";"N"
"%s - Affiliate";"%s - Affiliate";"S";"";"N";"N"
"User cannot be found";"User cannot be found";"S";"";"N";"N"
"Email was successfully sent to merchant";"Email was successfully sent to merchant";"S";"";"N";"N"
"Email notifications saved";"Email notifications saved";"S";"";"N";"N"
"none active";"none active";"S";"";"N";"N"
"per click";"per Click";"B";"";"N";"N"
"per sale";"per Sale";"B";"";"N";"N"
"Date added";"Date added";"S";"";"N";"N"
"Failed to save %s field(s)";"Failed to save %s field(s)";"S";"";"N";"N"
"%s field(s) successfully saved";"%s field(s) successfully saved";"S";"";"N";"N"
"Channel name";"Channel name";"S";"";"N";"N"
"Pattern didn't matched the URL, check your pattern";"Pattern didn't matched the URL, check your pattern";"S";"";"N";"N"
"Pattern matched the URL";"Pattern matched the URL";"S";"";"N";"N"
"Error sending new direct link notification email to merchant: %s";"Error sending new direct link notification email to merchant: %s";"S";"";"N";"N"
"Username (Email)";"Username (Email)";"B";"";"N";"N"
"First name";"First Name";"B";"";"N";"N"
"Last name";"Last Name";"B";"";"N";"N"
"Referral ID";"Referral ID";"B";"";"N";"N"
"I agree with terms & conditions";"I agree with terms & conditions";"B";"";"N";"N"
"Terms & conditions";"Terms & conditions";"B";"";"N";"N"
"Extra data 1";"Extra data 1";"B";"";"N";"N"
"Extra data 2";"Extra data 2";"B";"";"N";"N"
"Cannot find invoice";"Cannot find invoice";"S";"";"N";"N"
"Date of registration";"Date of registration";"S";"";"N";"N"
"Unique clicks";"Unique clicks";"B";"";"N";"N"
"Total cost";"Total cost";"B";"";"N";"N"
"Order ID";"Order ID";"B";"";"N";"N"
"Product ID";"Product ID";"B";"";"N";"N"
"Campaign Name";"Campaign name";"B";"";"T";"N"
"Affiliate username";"Affiliate username";"S";"";"N";"N"
"Recurring commison id";"Recurring commison id";"S";"";"N";"N"
"Payout history id";"Payout history id";"B";"";"N";"N"
"Click count";"Click count";"S";"";"N";"N"
"First click time";"First click time";"S";"";"N";"N"
"First click referer";"First click referer";"S";"";"N";"N"
"First click ip";"First click ip";"S";"";"N";"N"
"First click data 1";"First click data 1";"S";"";"N";"N"
"First click data 2";"First click data 2";"S";"";"N";"N"
"Last click time";"Last click time";"S";"";"N";"N"
"Last click referer";"Last click referer";"S";"";"N";"N"
"Last click ip";"Last click ip";"S";"";"N";"N"
"Last click data 1";"Last click data 1";"S";"";"N";"N"
"Last click data 2";"Last click data 2";"S";"";"N";"N"
"Extra data 3";"Extra data 3";"S";"";"N";"N"
"Extra data 4";"Extra data 4";"S";"";"N";"N"
"Extra data 5";"Extra data 5";"S";"";"N";"N"
"Merchant note";"Merchant note";"B";"";"N";"N"
"Post Affiliate Pro";"Post Affiliate Pro";"B";"";"N";"N"
"Banner name";"Banner name";"B";"";"N";"N"
"Banner preview";"Banner preview";"S";"";"N";"N"
"Target URL";"Target URL";"B";"";"N";"N"
"Banner type";"Banner type";"S";"";"N";"N"
"Html data is not defined";"Html data is not defined";"S";"";"N";"N"
"File name is not defined";"File name is not defined";"S";"";"N";"N"
"Banner with id '";"Banner with id '";"S";"";"N";"N"
"Affiliate is not defined";"Affiliate is not defined";"S";"";"N";"N"
"User is not affiliate";"User is not affiliate";"S";"";"N";"N"
"Pdf saved";"Pdf saved";"S";"";"N";"N"
"Path to save file '%s' not exist";"Path to save file '%s' not exist";"S";"";"N";"N"
"Path to save file %s is null";"Path to save file %s is null";"S";"";"N";"N"
"Unable to create file %s%s.pdf";"Unable to create file %s%s.pdf";"S";"";"N";"N"
"Pdf output: %s";"Pdf output: %s";"S";"";"N";"N"
"destination url";"destination url";"S";"";"N";"N"
"status";"status";"S";"";"N";"N"
"size";"size";"S";"";"N";"N"
"User Id";"User Id";"S";"";"N";"N"
"Payment date";"Payment date";"S";"";"N";"N"
"Note to affiliate";"Note to affiliate";"S";"";"N";"N"
"Fixed cost";"Fixed cost";"B";"";"N";"N"
"Original currency ID";"Original currency ID";"S";"";"N";"N"
"Original currency code";"Original currency code";"S";"";"N";"N"
"Original currency rate";"Original currency rate";"S";"";"N";"N"
"Original currency value";"Original currency value";"S";"";"N";"N"
"System note";"System note";"B";"";"N";"N"
"Country code";"Country code";"B";"";"N";"N"
"Affiliate first name";"Affiliate first name";"S";"";"N";"N"
"Affiliate last name";"Affiliate last name";"S";"";"N";"N"
"Referrer URL";"Referrer URL";"S";"";"N";"N"
"Sale count";"Sale count";"S";"";"N";"N"
"Sale total cost";"Sale total cost";"S";"";"N";"N"
"Sale commision";"Sale commision";"S";"";"N";"N"
"3rd party cookie";"3rd party cookie";"B";"";"N";"N"
"1st party cookie";"1st party cookie";"B";"";"N";"N"
"Flash cookie";"Flash cookie";"B";"";"N";"N"
"Forced parameter";"Forced parameter";"B";"";"N";"N"
"IP address";"IP address";"B";"";"N";"N"
"Default affiliate";"Default affiliate";"B";"";"N";"N"
"Recurring commission";"Recurring commission";"B";"";"N";"N"
"Channel ID";"Channel ID";"S";"";"N";"N"
"Status does not have allowed value";"Status does not have allowed value";"S";"";"N";"N"
"Selected username already exists";"Selected username already exists";"S";"";"N";"N"
"Failed to change status for %s user(s)";"Failed to change status for %s user(s)";"S";"";"N";"N"
"Status successfully changed for %s user(s)";"Status successfully changed for %s user(s)";"S";"";"N";"N"
"First Name";"First Name";"B";"";"N";"N"
"Last Name";"Last Name";"B";"";"N";"N"
"Username must be valid email address";"Username must be valid email address";"S";"";"N";"N"
"Title must be unique";"Title must be unique";"S";"";"N";"N"
"Screen %s is in menu and thus can not be deleted";"Screen %s is in menu and thus can not be deleted";"S";"";"N";"N"
"Rotator banner can not contain same banner twice";"Rotator banner can not contain same banner twice";"S";"";"N";"N"
"Name of commission type attribute has to be unique";"Name of commission type attribute has to be unique";"S";"";"N";"N"
"none active !";"none active !";"S";"";"N";"N"
"per sale / lead";"per sale / lead";"B";"";"N";"N"
"Coupon code must be unique";"Coupon code must be unique";"S";"";"N";"N"
"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"S";"";"N";"N"
"Selected parent affiliate does not exist";"Selected parent affiliate does not exist";"S";"";"N";"N"
"Failed to invite %s %s";"Failed to invite %s %s";"S";"";"N";"N"
"%s %s successfully invited";"%s %s successfully invited";"S";"";"N";"N"
"%s successfully add";"%s successfully add";"S";"";"N";"N"
"user(s) in commission group";"user(s) in commission group";"S";"";"N";"N"
"Affiliate tracking code";"Affiliate tracking code";"B";"";"N";"N"
"Missing banner id";"Missing banner id";"S";"";"N";"N"
"Banner Rotator";"Banner Rotator";"B";"";"N";"N"
"Commission group";"commission group";"B";"";"T";"N"
"Commission overview";"Commission overview";"S";"";"N";"N"
"Count of affiliates";"Count of affiliates";"B";"";"N";"N"
"Missing campaign id";"Missing campaign id";"S";"";"N";"N"
"Failed to save %s field(s) in %s(s)";"Failed to save %s field(s) in %s(s)";"S";"";"N";"N"
"commission group";"commission group";"B";"";"N";"N"
"%s field(s) in %s(s) successfully saved";"%s field(s) in %s(s) successfully saved";"S";"";"N";"N"
"Campaign name";"Campaign name";"B";"";"N";"N"
"%s was successfully added";"%s was successfully added";"S";"";"N";"N"
"Selected affiliate(s) status is changed";"Selected affiliate(s) status is changed";"S";"";"N";"N"
"Failed to change status for selected affiliate(s)";"Failed to change status for selected affiliate(s)";"S";"";"N";"N"
"Date joined";"Date joined";"B";"";"N";"N"
"description";"description";"S";"";"N";"N"
"maximum coupons per affiliate";"maximum coupons per affiliate";"S";"";"N";"N"
"Status successfully set to selected coupon(s)";"Status successfully set to selected coupon(s)";"S";"";"N";"N"
"Failed to set status selected coupon(s)";"Failed to set status selected coupon(s)";"S";"";"N";"N"
"Coupon";"Coupon";"B";"";"N";"N"
"Validity";"Validity";"S";"";"N";"N"
